Document,Word,WordDifficultyScore,WordDifficulty
Academic Articles,solar,0.73,hard
Academic Articles,activity,0.36,easy
Academic Articles,yet,0.0,easy
Academic Articles,irradiance,0.82,hard
Academic Articles,atmosphere,0.28,easy
Academic Articles,solar,0.73,hard
Academic Articles,eruptive,0.73,hard
Academic Articles,great,0.0,easy
Academic Articles,enough,0.0,easy
Academic Articles,proxy,0.33,easy
Academic Articles,capture,0.43,easy
Academic Articles,spectral,0.73,hard
Academic Articles,irradiance,0.82,hard
Academic Articles,expensive,0.53,easy
Academic Articles,irradiance,0.82,hard
Academic Articles,line,0.0,easy
Academic Articles,provide,0.04,easy
Academic Articles,help,0.0,easy
Academic Articles,estimate,0.53,easy
Academic Articles,mass,0.1,easy
Academic Articles,via,0.42,easy
Academic Articles,coronal,0.76,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,panel,0.37,easy
Academic Articles,member,0.12,easy
Academic Articles,solar,0.73,hard
Academic Articles,panel,0.37,easy
Academic Articles,joe,0.25,easy
Academic Articles,space,0.0,easy
Academic Articles,science,0.04,easy
Academic Articles,institute,0.72,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,prediction,0.75,hard
Academic Articles,center,0.03,easy
Academic Articles,nick,0.33,easy
Academic Articles,goddard,0.78,hard
Academic Articles,space,0.0,easy
Academic Articles,flight,0.09,easy
Academic Articles,center,0.03,easy
Academic Articles,erika,0.78,hard
Academic Articles,science,0.04,easy
Academic Articles,common,0.0,easy
Academic Articles,theme,0.01,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,panel,0.37,easy
Academic Articles,noted,0.39,easy
Academic Articles,need,0.0,easy
Academic Articles,continuous,0.68,hard
Academic Articles,global,0.65,hard
Academic Articles,monitor,0.5,easy
Academic Articles,sun,0.09,easy
Academic Articles,solar,0.73,hard
Academic Articles,corona,0.67,hard
Academic Articles,basic,0.09,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,improving,0.71,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,require,0.3,easy
Academic Articles,solar,0.73,hard
Academic Articles,measure,0.06,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,global,0.65,hard
Academic Articles,coverage,0.69,hard
Academic Articles,solar,0.73,hard
Academic Articles,solar,0.73,hard
Academic Articles,panel,0.37,easy
Academic Articles,generally,0.24,easy
Academic Articles,global,0.65,hard
Academic Articles,important,0.0,easy
Academic Articles,increasing,0.45,easy
Academic Articles,spatial,0.74,hard
Academic Articles,resolution,0.32,easy
Academic Articles,table,0.02,easy
Academic Articles,noted,0.39,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,sun,0.09,easy
Academic Articles,see,0.0,easy
Academic Articles,initial,0.38,easy
Academic Articles,boundary,0.69,hard
Academic Articles,sun,0.09,easy
Academic Articles,critical,0.41,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,optimal,0.73,hard
Academic Articles,generally,0.24,easy
Academic Articles,believing,0.72,hard
Academic Articles,limited,0.19,easy
Academic Articles,ecliptic,0.76,hard
Academic Articles,plane,0.05,easy
Academic Articles,longitudinal,0.8,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,exist,0.31,easy
Academic Articles,panel,0.37,easy
Academic Articles,pointed,0.49,easy
Academic Articles,need,0.0,easy
Academic Articles,photospheric,0.82,hard
Academic Articles,magnetic,0.65,hard
Academic Articles,thus,0.1,easy
Academic Articles,panel,0.37,easy
Academic Articles,major,0.0,easy
Academic Articles,polar,0.64,hard
Academic Articles,could,0.0,easy
Academic Articles,come,0.0,easy
Academic Articles,polar,0.64,hard
Academic Articles,view,0.0,easy
Academic Articles,four,0.0,easy
Academic Articles,could,0.0,easy
Academic Articles,provide,0.04,easy
Academic Articles,continuous,0.68,hard
Academic Articles,allow,0.08,easy
Academic Articles,throughout,0.05,easy
Academic Articles,inner,0.43,easy
Academic Articles,furthermore,0.76,hard
Academic Articles,polar,0.64,hard
Academic Articles,illuminate,0.77,hard
Academic Articles,extent,0.3,easy
Academic Articles,direction,0.01,easy
Academic Articles,nominal,0.64,hard
Academic Articles,parker,0.72,hard
Academic Articles,spiral,0.55,hard
Academic Articles,thereby,0.63,hard
Academic Articles,improving,0.71,hard
Academic Articles,understanding,0.27,easy
Academic Articles,orbit,0.63,hard
Academic Articles,however,0.0,easy
Academic Articles,polar,0.64,hard
Academic Articles,operational,0.71,hard
Academic Articles,expensive,0.53,easy
Academic Articles,cost,0.05,easy
Academic Articles,additional,0.42,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,sun,0.09,easy
Academic Articles,faraday,0.78,hard
Academic Articles,rotation,0.72,hard
Academic Articles,ground,0.01,easy
Academic Articles,global,0.65,hard
Academic Articles,coverage,0.69,hard
Academic Articles,inter,0.74,hard
Academic Articles,robust,0.68,hard
Academic Articles,table,0.02,easy
Academic Articles,critical,0.41,easy
Academic Articles,data,0.13,easy
Academic Articles,validate,0.74,hard
Academic Articles,constrain,0.75,hard
Academic Articles,coronal,0.76,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,critical,0.41,easy
Academic Articles,data,0.13,easy
Academic Articles,product,0.22,easy
Academic Articles,impact,0.24,easy
Academic Articles,current,0.01,easy
Academic Articles,observational,0.82,hard
Academic Articles,instrumentation,0.78,hard
Academic Articles,global,0.65,hard
Academic Articles,synchronic,0.76,hard
Academic Articles,magnetic,0.65,hard
Academic Articles,field,0.0,easy
Academic Articles,coronal,0.76,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,especially,0.02,easy
Academic Articles,polar,0.64,hard
Academic Articles,solo,0.61,hard
Academic Articles,missing,0.05,easy
Academic Articles,polar,0.64,hard
Academic Articles,imager,0.78,hard
Academic Articles,continuous,0.68,hard
Academic Articles,global,0.65,hard
Academic Articles,synchronic,0.76,hard
Academic Articles,coronal,0.76,hard
Academic Articles,missing,0.05,easy
Academic Articles,polar,0.64,hard
Academic Articles,imager,0.78,hard
Academic Articles,continuous,0.68,hard
Academic Articles,magnetic,0.65,hard
Academic Articles,field,0.0,easy
Academic Articles,electron,0.71,hard
Academic Articles,tomographic,0.82,hard
Academic Articles,coronal,0.76,hard
Academic Articles,magnetic,0.65,hard
Academic Articles,field,0.0,easy
Academic Articles,observationally,0.86,hard
Academic Articles,multiple,0.19,easy
Academic Articles,missing,0.05,easy
Academic Articles,plane,0.05,easy
Academic Articles,widely,0.57,hard
Academic Articles,spaced,0.69,hard
Academic Articles,strategically,0.8,hard
Academic Articles,plasma,0.7,hard
Academic Articles,multiple,0.19,easy
Academic Articles,widely,0.57,hard
Academic Articles,spaced,0.69,hard
Academic Articles,vantage,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,solo,0.61,hard
Academic Articles,missing,0.05,easy
Academic Articles,plane,0.05,easy
Academic Articles,widely,0.57,hard
Academic Articles,spaced,0.69,hard
Academic Articles,strategically,0.8,hard
Academic Articles,ace,0.48,easy
Academic Articles,advanced,0.32,easy
Academic Articles,composition,0.59,hard
Academic Articles,codex,0.72,hard
Academic Articles,coronal,0.76,hard
Academic Articles,diagnostic,0.78,hard
Academic Articles,experiment,0.47,easy
Academic Articles,deep,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,climate,0.62,hard
Academic Articles,observatory,0.82,hard
Academic Articles,extreme,0.35,easy
Academic Articles,density,0.69,hard
Academic Articles,phi,0.74,hard
Academic Articles,polarimetric,0.82,hard
Academic Articles,imager,0.78,hard
Academic Articles,parker,0.72,hard
Academic Articles,solar,0.73,hard
Academic Articles,probe,0.63,hard
Academic Articles,punch,0.45,easy
Academic Articles,corona,0.67,hard
Academic Articles,solar,0.73,hard
Academic Articles,dynamic,0.62,hard
Academic Articles,magnetic,0.65,hard
Academic Articles,imager,0.78,hard
Academic Articles,soho,0.78,hard
Academic Articles,solar,0.73,hard
Academic Articles,observatory,0.82,hard
Academic Articles,solo,0.61,hard
Academic Articles,solar,0.73,hard
Academic Articles,solar,0.73,hard
Academic Articles,terrestrial,0.73,hard
Academic Articles,light,0.0,easy
Academic Articles,nick,0.33,easy
Academic Articles,workshop,0.7,hard
Academic Articles,data,0.13,easy
Academic Articles,solar,0.73,hard
Academic Articles,physical,0.07,easy
Academic Articles,corona,0.67,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,white,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,data,0.13,easy
Academic Articles,see,0.0,easy
Academic Articles,chapter,0.54,easy
Academic Articles,magnetograph,0.81,hard
Academic Articles,data,0.13,easy
Academic Articles,example,0.0,easy
Academic Articles,resolution,0.32,easy
Academic Articles,polarization,0.79,hard
Academic Articles,spectral,0.73,hard
Academic Articles,making,0.0,easy
Academic Articles,magnetograph,0.81,hard
Academic Articles,difficult,0.07,easy
Academic Articles,task,0.24,easy
Academic Articles,global,0.65,hard
Academic Articles,coupled,0.69,hard
Academic Articles,sep,-1.0,easy
Academic Articles,sep,-1.0,easy
Academic Articles,propagate,0.67,hard
Academic Articles,transported,0.77,hard
Academic Articles,solar,0.73,hard
Academic Articles,simultaneously,0.75,hard
Academic Articles,solar,0.73,hard
Academic Articles,corona,0.67,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,evolution,0.7,hard
Academic Articles,currently,0.54,easy
Academic Articles,well,0.0,easy
Academic Articles,constrained,0.75,hard
Academic Articles,furthermore,0.76,hard
Academic Articles,magnetic,0.65,hard
Academic Articles,field,0.0,easy
Academic Articles,propagation,0.77,hard
Academic Articles,without,0.0,easy
Academic Articles,input,0.25,easy
Academic Articles,validation,0.79,hard
Academic Articles,panel,0.37,easy
Academic Articles,noted,0.39,easy
Academic Articles,modeling,0.73,hard
Academic Articles,magnetic,0.65,hard
Academic Articles,field,0.0,easy
Academic Articles,validation,0.79,hard
Academic Articles,likewise,0.67,hard
Academic Articles,tested,0.61,hard
Academic Articles,performance,0.0,easy
Academic Articles,forecasting,0.77,hard
Academic Articles,finally,0.03,easy
Academic Articles,accurate,0.64,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,actually,0.0,easy
Academic Articles,ultimately,0.49,easy
Academic Articles,dynamic,0.62,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,deviate,0.71,hard
Academic Articles,aberration,0.75,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,triple,0.57,hard
Academic Articles,aberration,0.75,hard
Academic Articles,figure,0.02,easy
Academic Articles,motion,0.06,easy
Academic Articles,figure,0.02,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,flow,0.22,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,always,0.0,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,joe,0.25,easy
Academic Articles,space,0.0,easy
Academic Articles,science,0.04,easy
Academic Articles,institute,0.72,hard
Academic Articles,triple,0.57,hard
Academic Articles,solar,0.73,hard
Academic Articles,space,0.0,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,sun,0.09,easy
Academic Articles,around,0.0,easy
Academic Articles,sun,0.09,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,flow,0.22,easy
Academic Articles,propagate,0.67,hard
Academic Articles,outward,0.7,hard
Academic Articles,along,0.0,easy
Academic Articles,parker,0.72,hard
Academic Articles,spiral,0.55,hard
Academic Articles,faster,0.6,hard
Academic Articles,bulk,0.56,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,flow,0.22,easy
Academic Articles,velocity,0.75,hard
Academic Articles,vector,0.67,hard
Academic Articles,thee,0.35,easy
Academic Articles,distance,0.09,easy
Academic Articles,indicate,0.49,easy
Academic Articles,parcel,0.36,easy
Academic Articles,going,0.0,easy
Academic Articles,completely,0.01,easy
Academic Articles,miss,0.17,easy
Academic Articles,aberration,0.75,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,monitor,0.5,easy
Academic Articles,inherent,0.67,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,best,0.0,easy
Academic Articles,solution,0.5,easy
Academic Articles,physical,0.07,easy
Academic Articles,currently,0.54,easy
Academic Articles,known,0.01,easy
Academic Articles,solar,0.73,hard
Academic Articles,versus,0.69,hard
Academic Articles,disentangle,0.75,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,composition,0.59,hard
Academic Articles,sun,0.09,easy
Academic Articles,versus,0.69,hard
Academic Articles,propagation,0.77,hard
Academic Articles,see,0.0,easy
Academic Articles,solar,0.73,hard
Academic Articles,physical,0.07,easy
Academic Articles,corona,0.67,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,white,0.0,easy
Academic Articles,national,0.02,easy
Academic Articles,aeronautics,0.79,hard
Academic Articles,space,0.0,easy
Academic Articles,administration,0.27,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,science,0.04,easy
Academic Articles,observation,0.37,easy
Academic Articles,gap,0.57,hard
Academic Articles,analysis,0.41,easy
Academic Articles,national,0.02,easy
Academic Articles,aeronautics,0.79,hard
Academic Articles,space,0.0,easy
Academic Articles,administration,0.27,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,science,0.04,easy
Academic Articles,application,0.16,easy
Academic Articles,program,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,research,0.26,easy
Academic Articles,observation,0.37,easy
Academic Articles,modeling,0.73,hard
Academic Articles,need,0.0,easy
Academic Articles,ionosphere,0.76,hard
Academic Articles,key,0.0,easy
Academic Articles,session,0.26,easy
Academic Articles,research,0.26,easy
Academic Articles,observation,0.37,easy
Academic Articles,modeling,0.73,hard
Academic Articles,ionosphere,0.76,hard
Academic Articles,following,0.03,easy
Academic Articles,key,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,dealing,0.5,easy
Academic Articles,entire,0.01,easy
Academic Articles,behavior,0.3,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,rare,0.36,easy
Academic Articles,arrangement,0.59,hard
Academic Articles,providing,0.6,hard
Academic Articles,global,0.65,hard
Academic Articles,coverage,0.69,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,observing,0.75,hard
Academic Articles,data,0.13,easy
Academic Articles,crucial,0.58,hard
Academic Articles,better,0.0,easy
Academic Articles,observational,0.82,hard
Academic Articles,coverage,0.69,hard
Academic Articles,understanding,0.27,easy
Academic Articles,ionosphere,0.76,hard
Academic Articles,system,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,although,0.0,easy
Academic Articles,physical,0.07,easy
Academic Articles,system,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,neither,0.11,easy
Academic Articles,well,0.0,easy
Academic Articles,well,0.0,easy
Academic Articles,atmosphere,0.28,easy
Academic Articles,weather,0.14,easy
Academic Articles,observation,0.37,easy
Academic Articles,modeling,0.73,hard
Academic Articles,need,0.0,easy
Academic Articles,observational,0.82,hard
Academic Articles,modeling,0.73,hard
Academic Articles,need,0.0,easy
Academic Articles,panel,0.37,easy
Academic Articles,research,0.26,easy
Academic Articles,need,0.0,easy
Academic Articles,panel,0.37,easy
Academic Articles,observation,0.37,easy
Academic Articles,modeling,0.73,hard
Academic Articles,need,0.0,easy
Academic Articles,panel,0.37,easy
Academic Articles,research,0.26,easy
Academic Articles,need,0.0,easy
Academic Articles,coupling,0.71,hard
Academic Articles,noted,0.39,easy
Academic Articles,different,0.0,easy
Academic Articles,examine,0.61,hard
Academic Articles,international,0.26,easy
Academic Articles,data,0.13,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,ionosphere,0.76,hard
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,review,0.06,easy
Academic Articles,research,0.26,easy
Academic Articles,consider,0.12,easy
Academic Articles,adequacy,0.79,hard
Academic Articles,relevant,0.72,hard
Academic Articles,across,0.0,easy
Academic Articles,living,0.0,easy
Academic Articles,program,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,science,0.04,easy
Academic Articles,application,0.16,easy
Academic Articles,initiative,0.65,hard
Academic Articles,national,0.02,easy
Academic Articles,science,0.04,easy
Academic Articles,research,0.26,easy
Academic Articles,reaching,0.6,hard
Academic Articles,consider,0.12,easy
Academic Articles,data,0.13,easy
Academic Articles,non,0.04,easy
Academic Articles,operational,0.71,hard
Academic Articles,operational,0.71,hard
Academic Articles,assess,0.69,hard
Academic Articles,value,0.01,easy
Academic Articles,need,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,research,0.26,easy
Academic Articles,forecasting,0.77,hard
Academic Articles,following,0.03,easy
Academic Articles,take,0.0,easy
Academic Articles,different,0.0,easy
Academic Articles,summary,0.7,hard
Academic Articles,panelist,0.76,hard
Academic Articles,however,0.0,easy
Academic Articles,significant,0.42,easy
Academic Articles,overlap,0.64,hard
Academic Articles,among,0.0,easy
Academic Articles,key,0.0,easy
Academic Articles,output,0.42,easy
Academic Articles,effort,0.07,easy
Academic Articles,session,0.26,easy
Academic Articles,synthesis,0.72,hard
Academic Articles,panel,0.37,easy
Academic Articles,member,0.12,easy
Academic Articles,terry,0.68,hard
Academic Articles,corporation,0.59,hard
Academic Articles,larry,0.66,hard
Academic Articles,goddard,0.78,hard
Academic Articles,space,0.0,easy
Academic Articles,flight,0.09,easy
Academic Articles,center,0.03,easy
Academic Articles,applied,0.43,easy
Academic Articles,physic,0.74,hard
Academic Articles,university,0.52,easy
Academic Articles,national,0.02,easy
Academic Articles,laboratory,0.76,hard
Academic Articles,key,0.0,easy
Academic Articles,predictive,0.78,hard
Academic Articles,state,0.0,easy
Academic Articles,research,0.26,easy
Academic Articles,need,0.0,easy
Academic Articles,understanding,0.27,easy
Academic Articles,panel,0.37,easy
Academic Articles,expressed,0.48,easy
Academic Articles,measured,0.53,easy
Academic Articles,control,0.0,easy
Academic Articles,dynamic,0.62,hard
Academic Articles,noted,0.39,easy
Academic Articles,mass,0.1,easy
Academic Articles,across,0.0,easy
Academic Articles,across,0.0,easy
Academic Articles,scale,0.05,easy
Academic Articles,earth,0.0,easy
Academic Articles,radius,0.66,hard
Academic Articles,ionosphere,0.76,hard
Academic Articles,measuring,0.73,hard
Academic Articles,modeling,0.73,hard
Academic Articles,important,0.0,easy
Academic Articles,missing,0.05,easy
Academic Articles,element,0.21,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,pointed,0.49,easy
Academic Articles,program,0.0,easy
Academic Articles,approach,0.08,easy
Academic Articles,see,0.0,easy
Academic Articles,drew,0.49,easy
Academic Articles,turner,0.67,hard
Academic Articles,research,0.26,easy
Academic Articles,data,0.13,easy
Academic Articles,assimilation,0.75,hard
Academic Articles,combined,0.55,hard
Academic Articles,bridge,0.06,easy
Academic Articles,micro,0.76,hard
Academic Articles,key,0.0,easy
Academic Articles,rapid,0.51,easy
Academic Articles,particle,0.71,hard
Academic Articles,injection,0.73,hard
Academic Articles,acceleration,0.77,hard
Academic Articles,plasma,0.7,hard
Academic Articles,wave,0.1,easy
Academic Articles,generation,0.3,easy
Academic Articles,particle,0.71,hard
Academic Articles,coupling,0.71,hard
Academic Articles,though,0.0,easy
Academic Articles,particle,0.71,hard
Academic Articles,precipitation,0.76,hard
Academic Articles,comprehensive,0.73,hard
Academic Articles,require,0.3,easy
Academic Articles,observational,0.82,hard
Academic Articles,notan,0.78,hard
Academic Articles,afterthought,0.76,hard
Academic Articles,figure,0.02,easy
Academic Articles,current,0.01,easy
Academic Articles,data,0.13,easy
Academic Articles,sparse,0.72,hard
Academic Articles,adequately,0.76,hard
Academic Articles,capture,0.43,easy
Academic Articles,carried,0.28,easy
Academic Articles,scale,0.05,easy
Academic Articles,scale,0.05,easy
Academic Articles,require,0.3,easy
Academic Articles,satellite,0.65,hard
Academic Articles,combined,0.55,hard
Academic Articles,space,0.0,easy
Academic Articles,program,0.0,easy
Academic Articles,need,0.0,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,international,0.26,easy
Academic Articles,interagency,0.84,hard
Academic Articles,industrial,0.27,easy
Academic Articles,see,0.0,easy
Academic Articles,new,0.0,easy
Academic Articles,system,0.0,easy
Academic Articles,observatory,0.82,hard
Academic Articles,valuable,0.56,hard
Academic Articles,resource,0.67,hard
Academic Articles,science,0.04,easy
Academic Articles,however,0.0,easy
Academic Articles,current,0.01,easy
Academic Articles,often,0.0,easy
Academic Articles,accidental,0.76,hard
Academic Articles,inadequate,0.7,hard
Academic Articles,inadequate,0.7,hard
Academic Articles,queue,0.68,hard
Academic Articles,either,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,available,0.03,easy
Academic Articles,considering,0.49,easy
Academic Articles,dynamic,0.62,hard
Academic Articles,numerical,0.75,hard
Academic Articles,figure,0.02,easy
Academic Articles,dynamic,0.62,hard
Academic Articles,currently,0.54,easy
Academic Articles,available,0.03,easy
Academic Articles,widely,0.57,hard
Academic Articles,spaced,0.69,hard
Academic Articles,therefore,0.11,easy
Academic Articles,data,0.13,easy
Academic Articles,various,0.06,easy
Academic Articles,bow,0.37,easy
Academic Articles,shock,0.07,easy
Academic Articles,ring,0.08,easy
Academic Articles,current,0.01,easy
Academic Articles,radiation,0.47,easy
Academic Articles,emergent,0.74,hard
Academic Articles,emerge,0.55,hard
Academic Articles,typically,0.74,hard
Academic Articles,example,0.0,easy
Academic Articles,reconnection,0.82,hard
Academic Articles,throughout,0.05,easy
Academic Articles,transfer,0.29,easy
Academic Articles,subsequently,0.77,hard
Academic Articles,go,0.0,easy
Academic Articles,unstable,0.66,hard
Academic Articles,configuration,0.75,hard
Academic Articles,inner,0.43,easy
Academic Articles,ionosphere,0.76,hard
Academic Articles,figure,0.02,easy
Academic Articles,model,0.15,easy
Academic Articles,observing,0.75,hard
Academic Articles,understanding,0.27,easy
Academic Articles,global,0.65,hard
Academic Articles,impact,0.24,easy
Academic Articles,entire,0.01,easy
Academic Articles,larry,0.66,hard
Academic Articles,goddard,0.78,hard
Academic Articles,space,0.0,easy
Academic Articles,flight,0.09,easy
Academic Articles,center,0.03,easy
Academic Articles,supporting,0.23,easy
Academic Articles,information,0.03,easy
Academic Articles,global,0.65,hard
Academic Articles,bulk,0.56,hard
Academic Articles,research,0.26,easy
Academic Articles,geophysical,0.81,hard
Academic Articles,union,0.16,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,ionosphere,0.76,hard
Academic Articles,observing,0.75,hard
Academic Articles,infrastructure,0.79,hard
Academic Articles,various,0.06,easy
Academic Articles,panel,0.37,easy
Academic Articles,international,0.26,easy
Academic Articles,multiple,0.19,easy
Academic Articles,include,0.12,easy
Academic Articles,burst,0.15,easy
Academic Articles,flux,0.46,easy
Academic Articles,transfer,0.29,easy
Academic Articles,inner,0.43,easy
Academic Articles,coupling,0.71,hard
Academic Articles,cold,0.0,easy
Academic Articles,plasma,0.7,hard
Academic Articles,distribution,0.22,easy
Academic Articles,auroral,0.77,hard
Academic Articles,coupling,0.71,hard
Academic Articles,ion,0.73,hard
Academic Articles,outflow,0.72,hard
Academic Articles,state,0.0,easy
Academic Articles,upstream,0.74,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,auroral,0.77,hard
Academic Articles,configuration,0.75,hard
Academic Articles,potential,0.24,easy
Academic Articles,radiation,0.47,easy
Academic Articles,polar,0.64,hard
Academic Articles,cap,0.46,easy
Academic Articles,open,0.0,easy
Academic Articles,flux,0.46,easy
Academic Articles,solar,0.73,hard
Academic Articles,irradiance,0.82,hard
Academic Articles,cold,0.0,easy
Academic Articles,plasma,0.7,hard
Academic Articles,density,0.69,hard
Academic Articles,auroral,0.77,hard
Academic Articles,ionospheric,0.8,hard
Academic Articles,convection,0.77,hard
Academic Articles,geomagnetic,0.84,hard
Academic Articles,index,0.36,easy
Academic Articles,ionospheric,0.8,hard
Academic Articles,total,0.02,easy
Academic Articles,electron,0.71,hard
Academic Articles,content,0.1,easy
Academic Articles,measured,0.53,easy
Academic Articles,full,0.0,easy
Academic Articles,feed,0.17,easy
Academic Articles,validate,0.74,hard
Academic Articles,advanced,0.32,easy
Academic Articles,numerical,0.75,hard
Academic Articles,data,0.13,easy
Academic Articles,assimilation,0.75,hard
Academic Articles,system,0.0,easy
Academic Articles,scale,0.05,easy
Academic Articles,know,0.0,easy
Academic Articles,driving,0.17,easy
Academic Articles,system,0.0,easy
Academic Articles,dynamic,0.62,hard
Academic Articles,key,0.0,easy
Academic Articles,region,0.45,easy
Academic Articles,particularly,0.09,easy
Academic Articles,transition,0.55,hard
Academic Articles,magnetic,0.65,hard
Academic Articles,plasma,0.7,hard
Academic Articles,sheet,0.3,easy
Academic Articles,dipolar,0.76,hard
Academic Articles,magnetic,0.65,hard
Academic Articles,field,0.0,easy
Academic Articles,rapidly,0.51,easy
Academic Articles,earthward,0.78,hard
Academic Articles,reconnection,0.82,hard
Academic Articles,strong,0.0,easy
Academic Articles,rigid,0.57,hard
Academic Articles,magnetic,0.65,hard
Academic Articles,field,0.0,easy
