Sentence,Title,SourceTextType,SentimentLabel,SentimentScore
stills stressed education as an important element in improving the aviation industrys response to space weather,SpaceWeatherOpsResearch,academicArticle,positive,0.41365846991539
both airlines for america and noaa have been involved in providing baseline education to various carriers,SpaceWeatherOpsResearch,academicArticle,positive,0.46807050704956055
expanding such efforts to air navigation services providers including oceanic air traffic controllers could serve to establish common protocols for space weather events,SpaceWeatherOpsResearch,academicArticle,positive,0.383736252784729
in addition a standard knowledge package should be distributed throughout the airline industry to ensure that consistent proce dures are followed by all carriers,SpaceWeatherOpsResearch,academicArticle,positive,0.4597785472869873
leonard described the openarchitecture data repository oadr a prototype environment for ro established at noaas office of space commerce figure ,SpaceWeatherOpsResearch,academicArticle,positive,0.48263391852378845
the oadr was developed in partnership with industry government and academia in response to space policy directive which includes the man date to build an operational system to provide basic space situational awareness ssa a subset of space domain awareness information primarily for collision avoidance and space traffic management of satellites in low earth orbit,SpaceWeatherOpsResearch,academicArticle,positive,0.4732598662376404
the proving ground will be used to expand and mature ssa stakeholder and system requirements support ongoing research and experimentation and serve as a development environment for further operational applications and algorithms,SpaceWeatherOpsResearch,academicArticle,negative,0.4049677848815918
the oadr architecture is cloud based and scalable to accommodate the increased number of satel lites being launched in the near future leonard said,SpaceWeatherOpsResearch,academicArticle,positive,0.3961736559867859
the modular design will be adaptable to support new technologies advanced algorithms and diverse data sets including space weather measurements as well as satellite orbit information,SpaceWeatherOpsResearch,academicArticle,positive,0.3848603069782257
a priority is to promote data sharing and collaboration across the us and international space weather communities,SpaceWeatherOpsResearch,academicArticle,positive,0.37969204783439636
figure  overview of the national oceanic and atmospheric administrations office of space commerce open architecture data repository oadr,SpaceWeatherOpsResearch,academicArticle,positive,0.4231957793235779
source scott leonard noaa office of space commerce presentation to workshop april   ,SpaceWeatherOpsResearch,academicArticle,positive,0.4103267192840576
  ,SpaceWeatherOpsResearch,academicArticle,negative,0.43092286586761475
 ,SpaceWeatherOpsResearch,academicArticle,negative,0.43092286586761475
 ,SpaceWeatherOpsResearch,academicArticle,negative,0.43092286586761475
 ,SpaceWeatherOpsResearch,academicArticle,negative,0.43092286586761475
planning the future space weather operations and research infrastructure proceedings of the phase ii workshop copyright national academy of sciences,SpaceWeatherOpsResearch,academicArticle,neutral,0.40903836488723755
all rights reserved,SpaceWeatherOpsResearch,academicArticle,neutral,0.45640063285827637
planning the future space weather operations and research infrastructure diversity in workforce the sessions final panel dealt with diversity in the space sciences workforce,SpaceWeatherOpsResearch,academicArticle,positive,0.42224934697151184
the three panelists were frances bagenal of the university of colorado macarthur jones of the naval research laboratory and edward gonzalez of nasas goddard space flight center,SpaceWeatherOpsResearch,academicArticle,neutral,0.4187408983707428
the panelists were asked to address three key questions what is the current state of the demographics within the space sciences workforce,SpaceWeatherOpsResearch,academicArticle,positive,0.40861138701438904
what are the reasons for the lack of diversity in the geosciences,SpaceWeatherOpsResearch,academicArticle,neutral,0.41041114926338196
when we have a diverse workforce how do we retain it,SpaceWeatherOpsResearch,academicArticle,positive,0.45053303241729736
in response the panel discussed various problems and potential solutions related to equity and diversity,SpaceWeatherOpsResearch,academicArticle,neutral,0.44112396240234375
bagenal began by offering details on the demographics of the physics workforce figure ,SpaceWeatherOpsResearch,academicArticle,neutral,0.4539307653903961
a sub stantial amount of information has been obtained through workforce surveys compiled by the statistical division of the american institute of physics aip,SpaceWeatherOpsResearch,academicArticle,positive,0.41758301854133606
some of the surveys have been done in association with recent decadal surveys including the astrophysics and planetary decadal surveys,SpaceWeatherOpsResearch,academicArticle,neutral,0.42880985140800476
information has also been obtained from surveys conducted by the national science foundation nsf  and surveys using email lists from the american geophysical union the american astronomical society and the space weather workshop moldwin and morrow ,SpaceWeatherOpsResearch,academicArticle,neutral,0.43177706003189087
see american institute of physics  statistical research center figure  demographic representation in the space science workforce,SpaceWeatherOpsResearch,academicArticle,positive,0.47896814346313477
the demographics are broken down by four of the divisions within nasa science mission directorate astrophysics heliophysics earth science and planetary science,SpaceWeatherOpsResearch,academicArticle,neutral,0.42345696687698364
sources fran bagenal university of colorado boulder presentation to workshop april   from national academies of sciences engineering and medicine  advancing diversity equity inclusion and accessibility in the leadership of com peted space missions washington dc the national academies press demographics space sciences workforce women slowly catching up nonwhite racial groups remain severely under represented why so low,SpaceWeatherOpsResearch,academicArticle,positive,0.4012664258480072
why so slow,SpaceWeatherOpsResearch,academicArticle,positive,0.44217196106910706
planning the future space weather operations and research infrastructure proceedings of the phase ii workshop copyright national academy of sciences,SpaceWeatherOpsResearch,academicArticle,neutral,0.40903836488723755
all rights reserved,SpaceWeatherOpsResearch,academicArticle,neutral,0.45640063285827637
the space weather community the dominant situation shown in all space science disciplines is that the workforce is predominantly white and male,SpaceWeatherOpsResearch,academicArticle,neutral,0.42658427357673645
female representation has been slowly catching up but nonwhite racial groups remain severely underrepresented,SpaceWeatherOpsResearch,academicArticle,neutral,0.40124863386154175
undergraduate education is a major barrier to careers in stem bagenal said,SpaceWeatherOpsResearch,academicArticle,neutral,0.4136527180671692
it has been known for decades that a large number of students who begin taking math and physics in a university will eventually drop that major with only about percent of all math and physics undergraduate majors persisting to graduation and this is particularly prevalent among underrepresented populations bradforth et al,SpaceWeatherOpsResearch,academicArticle,neutral,0.4177076518535614
 seymour and hunter ,SpaceWeatherOpsResearch,academicArticle,positive,0.5089200735092163
firstyear mathematics and physics courses are especially important for retaining students in the sciences,SpaceWeatherOpsResearch,academicArticle,positive,0.4627508819103241
on the topic of doctoral degrees in physics bagenal emphasized two facts that have persisted over several decades first the number of latinohispanic and african american phds is tiny and second the numbers of us and nonus physics phds are roughly equal,SpaceWeatherOpsResearch,academicArticle,neutral,0.41638147830963135
even if the global talent pool is large and attractive to us universities bagenal questioned the strategy of so strongly relying on foreign students to provide the united states with a highly educated workforce,SpaceWeatherOpsResearch,academicArticle,neutral,0.42772236466407776
she urged the united states to improve its domestic pipeline to prepare for a possible decrease in the number of foreign students coming to the united states,SpaceWeatherOpsResearch,academicArticle,negative,0.4510006308555603
a similar demographic situation is seen in surveys of the scientists submitting research proposals to nasa collected through online personal profiles solicited at the time of proposal submission barbier and wilson ,SpaceWeatherOpsResearch,academicArticle,neutral,0.42997854948043823
although the data are somewhat limited the share of women submitting proposals is percent and the latinohispanic and african american populations are severely underrepresented,SpaceWeatherOpsResearch,academicArticle,neutral,0.43259093165397644
the numbers are similar across all divisions within nasas science mission directorate,SpaceWeatherOpsResearch,academicArticle,positive,0.4277832508087158
bagenal made one recommendation to expand and improve the demographics data it is important she said that the upcoming heliophysics decadal survey include a panel on the state of the profession,SpaceWeatherOpsResearch,academicArticle,positive,0.4694686830043793
along these lines the recent decadal survey for astronomy and astrophysics stressed that collecting evaluat ing and acting on demographic data was one of its seven essential goals,SpaceWeatherOpsResearch,academicArticle,neutral,0.44512829184532166
the aip solar space and upper atmospheric physicists survey should be used as a benchmark point and bagenal suggested that the heliophysics decadal survey should consider employing the aip to conduct a demographics survey,SpaceWeatherOpsResearch,academicArticle,neutral,0.4135410785675049
data from proposals submitted to nasa need to improve and these data should be combined with similar data from nsf,SpaceWeatherOpsResearch,academicArticle,positive,0.42548033595085144
jones pointed out that it is also essential that there is consistency among the data being collected by vari ous organizations,SpaceWeatherOpsResearch,academicArticle,neutral,0.42268383502960205
for example demographic information recently collected by the cedar community was compiled for various career stages undergraduate graduate earlycareer midcareer and seniorcareer while some other nsf surveys have focused solely on one group eg postdoctoral researchers making applestoapples comparisons difficult,SpaceWeatherOpsResearch,academicArticle,neutral,0.4090099334716797
jones spoke about the significant opportunities for atmospheric research and science soars under graduatetograduate bridge program which strives to get historically underrepresented groups involved in geosciences especially atmospheric sciences,SpaceWeatherOpsResearch,academicArticle,negative,0.39546212553977966
this program centered at the ncar recognizes the many reasons for the current lack of diversity lack of awareness of career opportunities lack of mathematics and science preparation in underserved secondary schools feelings of isolation stereotype threat and imposter syndrome implicit biases including those in recommendation letters lack of representation and a sense of belonging and the accumulation of many disadvantages including systemic racism,SpaceWeatherOpsResearch,academicArticle,neutral,0.4188789129257202
applicants to the soars program reflect some of the situations that can be responsible for the low participation rate of the historically underrepresented groups in the atmospheric and space sciences applicants may have majors that are not fully aligned with traditional atmospheric science degrees or they may have changes or interruptions during their academic pathways,SpaceWeatherOpsResearch,academicArticle,neutral,0.4392932057380676
some have lower gpas especially in their first year of college and they may have variableand perhaps biasedletters of recommendation,SpaceWeatherOpsResearch,academicArticle,neutral,0.4522322416305542
ibid,SpaceWeatherOpsResearch,academicArticle,positive,0.479878693819046
see also nasem planning the future space weather operations and research infrastructure proceedings of the phase ii workshop copyright national academy of sciences,SpaceWeatherOpsResearch,academicArticle,positive,0.4412415027618408
all rights reserved,SpaceWeatherOpsResearch,academicArticle,neutral,0.45640063285827637
planning the future space weather operations and research infrastructure some of these students might be working while in school to support themselves or their families,SpaceWeatherOpsResearch,academicArticle,neutral,0.40891626477241516
thus asking applicants about their situations can help mentors to understand their unique situation and potential as well as to better target actions to address underrepresentation,SpaceWeatherOpsResearch,academicArticle,positive,0.39875590801239014
expanding the recruitment base to minorityserving institutions tribal colleges historically black colleges and universities and various national conferences is also key to mitigating underrepresentation,SpaceWeatherOpsResearch,academicArticle,positive,0.3966834545135498
furthermore it is important to encourage a wider population to take science courses which can help diversify the workforce at all career paths within and outside academia,SpaceWeatherOpsResearch,academicArticle,positive,0.3978264033794403
retention is a key consideration,SpaceWeatherOpsResearch,academicArticle,positive,0.4510991871356964
job applicants students and employees desire an inclusive culture,SpaceWeatherOpsResearch,academicArticle,positive,0.44078361988067627
humans have a need for a sense of belonging created by seeing people like them throughout the organiza tion they want to feel included and listened to and they want to have active employee resource groups affinity groups and effective mentoring programs available to them,SpaceWeatherOpsResearch,academicArticle,positive,0.4189683198928833
such groups can serve as forums to raise the issues that are important to everyone,SpaceWeatherOpsResearch,academicArticle,positive,0.4436410963535309
as examples of effective retention programs gonzalez mentioned the employee resource and affin ity groups at nasa goddard space flight center,SpaceWeatherOpsResearch,academicArticle,positive,0.45323383808135986
numerous resource groups are active among the latinohispanic employees native americans african americans members of the lgbtq community asians veterans and so forth,SpaceWeatherOpsResearch,academicArticle,positive,0.4186735153198242
each group includes champions at the leadership level who attend the meet ings hear the issues and suggestions and then act on them,SpaceWeatherOpsResearch,academicArticle,neutral,0.43995389342308044
mentorships and apprenticeships are also effective means to strengthen diversity gonzalez said adding that nasa goddard offers a good example by providing strong mentoring at multiple levels within the organi zation,SpaceWeatherOpsResearch,academicArticle,positive,0.40700647234916687
beyond nasa the american geophysical union also has a mentoring program called ,SpaceWeatherOpsResearch,academicArticle,positive,0.44090011715888977
often the most effective approach is what might be called apprenticeships which involve longterm multiyear partner ships eg taking students from high school through college and graduate school and into their professions,SpaceWeatherOpsResearch,academicArticle,neutral,0.431327760219574
references andorka sk jm,SpaceWeatherOpsResearch,academicArticle,positive,0.4197538197040558
cox and mf,SpaceWeatherOpsResearch,academicArticle,positive,0.439860463142395
fraizer,SpaceWeatherOpsResearch,academicArticle,positive,0.4819507896900177
sda environment toolkit for defense setd enabling attribution for orbital assets and electromagnetic spectrum links through streamlined ro,SpaceWeatherOpsResearch,academicArticle,positive,0.47914767265319824
advanced maui optical and space surveillance tech nologies conference amos,SpaceWeatherOpsResearch,academicArticle,positive,0.44454941153526306
barbier l and c wilson,SpaceWeatherOpsResearch,academicArticle,positive,0.42285579442977905
summary demographic data,SpaceWeatherOpsResearch,academicArticle,neutral,0.4172653257846832
presentation to the committee on increasing diversity and inclusion in the leadership of competed missions,SpaceWeatherOpsResearch,academicArticle,positive,0.46545150876045227
june ,SpaceWeatherOpsResearch,academicArticle,positive,0.49277180433273315
washington dc national academies of sciences engineering and medicine,SpaceWeatherOpsResearch,academicArticle,neutral,0.42322006821632385
missionsmeeting,SpaceWeatherOpsResearch,academicArticle,positive,0.44492557644844055
bradforth s e miller w dichtel ak,SpaceWeatherOpsResearch,academicArticle,positive,0.42045265436172485
leibovich al,SpaceWeatherOpsResearch,academicArticle,positive,0.4927200376987457
feig jd,SpaceWeatherOpsResearch,academicArticle,positive,0.5300948023796082
martin ks,SpaceWeatherOpsResearch,academicArticle,positive,0.5180099010467529
bjorkman zd,SpaceWeatherOpsResearch,academicArticle,positive,0.46324411034584045
schultz and tl,SpaceWeatherOpsResearch,academicArticle,positive,0.4256523847579956
smith,SpaceWeatherOpsResearch,academicArticle,positive,0.5398275852203369
university learning improve undergraduate science education,SpaceWeatherOpsResearch,academicArticle,positive,0.4161703586578369
nature ,SpaceWeatherOpsResearch,academicArticle,positive,0.533079206943512
executive office of the president,SpaceWeatherOpsResearch,academicArticle,positive,0.42319297790527344
space weather researchtooperations and operationtoresearch framework,SpaceWeatherOpsResearch,academicArticle,positive,0.42684274911880493
space weath er operations research and mitigation subcommittee committee on homeland national security of the national science technology council moldwin m and c morrow,SpaceWeatherOpsResearch,academicArticle,positive,0.4474566578865051
solar and space physics decadal survey aip demographic study results,SpaceWeatherOpsResearch,academicArticle,neutral,0.428412526845932
ann arbor university of michigan,SpaceWeatherOpsResearch,academicArticle,positive,0.41166451573371887
nasa national aeronautics and space administration,SpaceWeatherOpsResearch,academicArticle,neutral,0.4240768551826477
space weather science and observation gap analysis for the national aeronautics and space administration nasa a report to nasas space weather science application program a report to nasas space weather science application program compiled by apl september to april ,SpaceWeatherOpsResearch,academicArticle,neutral,0.45905813574790955
sciencepinksfspublicatomsfilesgapanalysisreportfullfinalpdf,SpaceWeatherOpsResearch,academicArticle,positive,0.5013160109519958
nasem national academies of sciences engineering and medicine,SpaceWeatherOpsResearch,academicArticle,positive,0.42190682888031006
planning the future space weather operations and re search infrastructure proceedings of a workshop,SpaceWeatherOpsResearch,academicArticle,neutral,0.4107882082462311
washington dc the national academies press,SpaceWeatherOpsResearch,academicArticle,neutral,0.4053875803947449
nasem,SpaceWeatherOpsResearch,academicArticle,positive,0.48165658116340637
advancing diversity equity inclusion and accessibility in the leadership of competed space missions,SpaceWeatherOpsResearch,academicArticle,positive,0.42780154943466187
washington dc the national academies press,SpaceWeatherOpsResearch,academicArticle,neutral,0.4053875803947449
noaa national oceanic and atmospheric administration,SpaceWeatherOpsResearch,academicArticle,neutral,0.41436824202537537
noaa announces appointees to new space weather advisory group,SpaceWeatherOpsResearch,academicArticle,neutral,0.47196346521377563
news around noaa,SpaceWeatherOpsResearch,academicArticle,positive,0.5116327404975891
september ,SpaceWeatherOpsResearch,academicArticle,positive,0.4822797477245331
nsf national science foundation,SpaceWeatherOpsResearch,academicArticle,positive,0.415689080953598
doctorate recipients from us universities,SpaceWeatherOpsResearch,academicArticle,positive,0.4382622539997101
alexandria va national center for science and engineering statistics,SpaceWeatherOpsResearch,academicArticle,positive,0.4344152808189392
seymour e and ab,SpaceWeatherOpsResearch,academicArticle,positive,0.4526655673980713
hunter,SpaceWeatherOpsResearch,academicArticle,positive,0.5462310314178467
talking about leaving revisited persistence relocation and loss in undergraduate stem education,SpaceWeatherOpsResearch,academicArticle,neutral,0.39720669388771057
cham switzerland springer nature,SpaceWeatherOpsResearch,academicArticle,positive,0.4300956130027771
weiss jp ws,SpaceWeatherOpsResearch,academicArticle,positive,0.4348103404045105
schreiner jj braun w xiaserafino and cy,SpaceWeatherOpsResearch,academicArticle,positive,0.43392127752304077
huang,SpaceWeatherOpsResearch,academicArticle,positive,0.5231467485427856
cosmic mission summary at three years in orbit,SpaceWeatherOpsResearch,academicArticle,positive,0.48871880769729614
atmosphere ,SpaceWeatherOpsResearch,academicArticle,positive,0.5546703934669495
the future space weather operations and research infrastructure proceedings of the phase ii workshop copyright national academy of sciences,SpaceWeatherOpsResearch,academicArticle,positive,0.40223827958106995
all rights reserved,SpaceWeatherOpsResearch,academicArticle,neutral,0.45640063285827637
research observation and modeling needs the sun and heliosphere a large share of the workshops panels was devoted to the research observation and modeling needs for various aspects of space weather from the sun and heliosphere to the magnetosphere and ionosphere thermospheremesosphere itm and on to the ground effects of space weather,SpaceWeatherOpsResearch,academicArticle,neutral,0.4393671751022339
these presentations specifically addressed three different parts of the statement of task examine trends in available and anticipated observations including the use of constellations of small satellites hosted payloads groundbased systems international collaborations and data buys that are likely to drive future space weather architectures review existing and developing technologies for both research and observations,SpaceWeatherOpsResearch,academicArticle,positive,0.41752710938453674
key themes in the sessions devoted to research observation and modeling needs related to the sun and heliosphere the following key themes emerged from the presentations and discussions the heliophysics system observatory hso has not been strategically planned from a systemsscience perspective,SpaceWeatherOpsResearch,academicArticle,neutral,0.42109212279319763
as each mission in the hso is evaluated on that individual missions science goals any systems science research is done on an ad hoc basis,SpaceWeatherOpsResearch,academicArticle,neutral,0.45011743903160095
in all areas of space weather addressing the entire system of systems is important for understanding and predicting the systems behavior,SpaceWeatherOpsResearch,academicArticle,neutral,0.4150048792362213
the single most important measurement for predicting and understanding the state of the corona and its time evolution is global high time cadence monitoring of the photospheric magnetic field,SpaceWeatherOpsResearch,academicArticle,neutral,0.4100422263145447
in order to understand and validate models of coronal mass ejections it is important to track their evolution and propagation in three dimensions as they approach earth,SpaceWeatherOpsResearch,academicArticle,neutral,0.42240190505981445
continuous global monitoring of the solar corona and nearsun heliosphere state is important,SpaceWeatherOpsResearch,academicArticle,positive,0.4470350742340088
intercalibration of the observing instruments and robust methods for incorporating data into models are crucial elements in forming the important global view of the sun and the heliosphere from multiple vantage pointsplanning the future space weather operations and research infrastructure proceedings of the phase ii workshop copyright national academy of sciences,SpaceWeatherOpsResearch,academicArticle,positive,0.4728512465953827
all rights reserved,SpaceWeatherOpsResearch,academicArticle,neutral,0.45640063285827637
planning the future space weather operations and research infrastructure consider the adequacy and uses of existing relevant programs across the agencies including nasas living with a star lws program and its space weather science application initiative the national science foundations nsfs geospace research programs and the nasanoaansf research tooperations ro and operationstoresearch or programs for reaching the goals described above,SpaceWeatherOpsResearch,academicArticle,positive,0.44998279213905334
consider how to incorporate data from nasa missions that are oneoff or otherwise non operational into operational environments and assess the value and need for realtime data for example by providing beacons on nasa research missions to improve forecasting models,SpaceWeatherOpsResearch,academicArticle,positive,0.4303275942802429
this chapter and the next two summarize discussions on those topics,SpaceWeatherOpsResearch,academicArticle,neutral,0.415869802236557
here in chapter  the focus is on research observation and modeling needs for the sun and heliosphere,SpaceWeatherOpsResearch,academicArticle,positive,0.41481107473373413
chapter focuses on the research observation and modeling needs for the magnetosphere ionosphere thermosphere and meso sphere while the focus of chapter is the research observation and modeling needs to understand the ground effects of space weather,SpaceWeatherOpsResearch,academicArticle,neutral,0.44435399770736694
in summarizing the presentations of the various panels varying approaches are used in this and the other two chapters,SpaceWeatherOpsResearch,academicArticle,neutral,0.4297594130039215
in some cases the summary is done in a more traditional form describing what each panelist said in turn,SpaceWeatherOpsResearch,academicArticle,neutral,0.44766178727149963
in other cases in which there was significant overlap among the panelists presenta tions and the panels output became a group effort the session summary is more of a synthesis and has only a few comments that are attributed to individual speakers,SpaceWeatherOpsResearch,academicArticle,neutral,0.44813430309295654
several sessions during the workshop were devoted to the issue of research observation and needs related to the sun and heliosphere,SpaceWeatherOpsResearch,academicArticle,neutral,0.45259180665016174
four keynote speakers reviewed various research needs mainly relat ing to the sun and heliosphere,SpaceWeatherOpsResearch,academicArticle,positive,0.42476317286491394
a panel of presenters addressed model and observation needs related to the sun and a second panel took on the topic of model and observation needs related to the solar wind,SpaceWeatherOpsResearch,academicArticle,neutral,0.42076051235198975
keynotes the four keynote speakers were drew turner of the applied physics laboratory of johns hopkins university judy karpen of nasas goddard space flight center no lugaz of the university of new hampshire and kathryn whitman of nasas johnson space center,SpaceWeatherOpsResearch,academicArticle,neutral,0.41516274213790894
the speakers were given the following key questions for consideration what do we need to understand to enable predictive capability of the following topics shown below,SpaceWeatherOpsResearch,academicArticle,positive,0.4358961284160614
what are the research needs to make progress on that understanding,SpaceWeatherOpsResearch,academicArticle,positive,0.41928479075431824
turner and karpen were asked to discuss the state of space weather science and the adequacy of and gaps in existing space weatherrelated programs at the national aeronautics and space administration nasa the national science foundation nsf and the national oceanic and atmospheric administra tion noaa,SpaceWeatherOpsResearch,academicArticle,neutral,0.42663323879241943
lugaz and whitman were asked to address the following questions what do we need to understand to predict icmes including stealth and imf bz,SpaceWeatherOpsResearch,academicArticle,neutral,0.42806100845336914
and what do we need to understand to predict all clear sep periods,SpaceWeatherOpsResearch,academicArticle,positive,0.4342997968196869
turners talk focused on the key findings of a gap analysis conducted by the johns hopkins university applied physics laboratory for nasa,SpaceWeatherOpsResearch,academicArticle,positive,0.45831748843193054
the explicit task from nasa specified spacebased observations can only be considered in the context of improved space weather predictive capabilities and the science of space weather nasa ,SpaceWeatherOpsResearch,academicArticle,positive,0.4856289029121399
turner defined space weather as the intersection between the natural space environment as an object of fundamental scientific research and the threats posed to humans and technology systems that require risk mitigation by operational communities,SpaceWeatherOpsResearch,academicArticle,neutral,0.409905344247818
space weather activities span applied science and engineering as well as researchtooperationsoperationstoresearch ror activitiesplanning the future space weather operations and research infrastructure proceedings of the phase ii workshop copyright national academy of sciences,SpaceWeatherOpsResearch,academicArticle,positive,0.4448443651199341
all rights reserved,SpaceWeatherOpsResearch,academicArticle,neutral,0.45640063285827637
the sun and heliosphere the gap analysis turner described breaks space weather effects into five categories  direct drivers from the sun itself including solar flares and radio bursts  radiation effects  ionospheric effects which affect radio signal propagation  thermospheric expansion which affects paths of satellites and other objects through the thermosphere and  geomagnetically induced currents gics which affect critical infrastructure on the ground,SpaceWeatherOpsResearch,academicArticle,neutral,0.4429206848144531
the nasa report characterized various space weather hazards according to their likelihood and their consequences and it then combined that risk analysis with other factors such as scientific merit to prioritize current space weather observation gap categories,SpaceWeatherOpsResearch,academicArticle,neutral,0.45502322912216187
the top priorities in the resulting list were  solar and solar wind observations including observations off the sunearth line  ionospheric key observables  the solar wind in perigeospace  thermospheric key observables including ionospheric d and eregion energetic particle precipitation and e and fregion cusp and auroral precipitation  ring current and radiation belt electrons and  plasma sheet electrons and injections or bursts from cislunar into geosynchronous orbit geo and medium earth orbit meo regions,SpaceWeatherOpsResearch,academicArticle,neutral,0.4360353350639343
noting the importance of ground based assets turner reminded the audience that the gap analysis was tasked to assess only spacebased assets,SpaceWeatherOpsResearch,academicArticle,positive,0.4298500120639801
some of the highestpriority observational gaps could be addressed with a nearfuture systemofsystems approach through combining a network of stateoftheart observatories supporting infrastructure and the space weather centers that develop the forecasts see figure  for persistent observations needed to fill the gaps,SpaceWeatherOpsResearch,academicArticle,positive,0.46626582741737366
for example to complement l monitors turner suggested dedicated l and l monitors that could provide more observations of the solar disk solar corona and solar wind,SpaceWeatherOpsResearch,academicArticle,positive,0.4591985046863556
the trailing l monitors are more useful for measuring potentially geoeffective active regions and solar wind stream structures figure  persistent observational coverage of solar drivers and solar wind,SpaceWeatherOpsResearch,academicArticle,positive,0.4888700246810913
specifically having monitors at lagrange points   and would aid in sep monitoring and provide more comprehensive solar disk coverage,SpaceWeatherOpsResearch,academicArticle,positive,0.45352455973625183
note cme corona mass ejection sep solar energetic particle,SpaceWeatherOpsResearch,academicArticle,positive,0.4804661273956299
source drew turner johns hopkins university applied physics laboratory presentation to workshop april  ,SpaceWeatherOpsResearch,academicArticle,neutral,0.40220576524734497
pf grid persistent observational coverage solar driver and solar wind monitoring l monitors plus upstream sentinels concepts particles and fields pf grids dedicated l and l monitors  insitu seps at l and l advanced parker spiral at l  remote sensing more comprehensive solar disk coronagraphs and solar wind combined with l l w l and l stereoscopic coronagraphs and solar wind structures eg cmes advanced parker spiral sep monitoring comprehensive solar disk active region monitoring l w l and l stereoscopic coronagraphs and solar wind structures eg cmes sep monitoring comprehensive solar disk active region monitoring apr planning the future space weather operations and research infrastructure proceedings of the phase ii workshop copyright national academy of sciences,SpaceWeatherOpsResearch,academicArticle,neutral,0.4103863537311554
all rights reserved,SpaceWeatherOpsResearch,academicArticle,neutral,0.45640063285827637
planning the future space weather operations and research infrastructure while the leading l monitors are more useful to monitor the solar energetic particles,SpaceWeatherOpsResearch,academicArticle,positive,0.46763598918914795
the backside of the sun l observations offer a number of distinct advantages for longerterm forecasting but are chal lenged by complicated communication requirements,SpaceWeatherOpsResearch,academicArticle,neutral,0.4252665042877197
turner also suggested additional solar wind monitors between l and the magnetospheric boundary which could provide better magnetospheric specification,SpaceWeatherOpsResearch,academicArticle,positive,0.4708544909954071
finally persistent observations of the radiation environment and of the lunar and cislunar environments are needed for astronaut and infrastructure safety,SpaceWeatherOpsResearch,academicArticle,positive,0.4448469877243042
in addition to the above he said comprehensive iono sphere thermosphere and radiation belt monitoring and science are needed in order to improve space weather predictions,SpaceWeatherOpsResearch,academicArticle,positive,0.4557263255119324
turner also noted that within the next decade it is expected that the thin shell in the thermosphere will host around  spacecraft,SpaceWeatherOpsResearch,academicArticle,negative,0.44639188051223755
while they will need accurate space weather informa tion they could also be used to provide more knowledge of this region,SpaceWeatherOpsResearch,academicArticle,positive,0.45065027475357056
turner said that filling these observational gaps will require a systems approach with coordinated concurrent measurements,SpaceWeatherOpsResearch,academicArticle,positive,0.44408074021339417
creating such a system will require a longterm strategy coordinated over agen cies as well as dedicated and supported implementation plans,SpaceWeatherOpsResearch,academicArticle,positive,0.4554235637187958
observing system simulation experiments osses can be invaluable in providing costbenefit analyses with respect to model performance eg the lll observations of solar magnetic field versus investments into transport models and helioseismol ogy from the farside,SpaceWeatherOpsResearch,academicArticle,positive,0.4881335496902466
tools provided by data assimilation techniques and machine learning can be used to fill in the data gaps,SpaceWeatherOpsResearch,academicArticle,positive,0.4082915484905243
in the next talk karpen said that to improve space weather predictions it will be necessary to better understand the relevant physical phenomena ie the solar wind structure and turbulence the nonlinear response of the magnetosphere the ionospheric conductances winds and outflows and the coupling between the neutral atmosphere and ionosphere,SpaceWeatherOpsResearch,academicArticle,positive,0.4466955363750458
furthermore researchers will need to figure out how to couple both regimes eg solar wind to magnetosphere and physical transitions eg magnetic field to plasmadriven dynamics sub to superalfvnic collisional to collisionless plasmas across spatial and temporal scales,SpaceWeatherOpsResearch,academicArticle,positive,0.4325793385505676
she also suggested that space weather would benefit from collaboration with plasma physics researchers who are already taking advantage of numerical and computational advances and with earth scientists whose atmospheric models are important for understanding how space weather is driven from below,SpaceWeatherOpsResearch,academicArticle,positive,0.436564177274704
karpen argued that idealized models will need to be advanced through the use of data assimilation and model coupling as well as through better datadriven models and those incorporating continuous coverage of the solar magnetic field,SpaceWeatherOpsResearch,academicArticle,positive,0.4435064196586609
the models should use the advances made in faster and larger mas sively parallel computational systems,SpaceWeatherOpsResearch,academicArticle,positive,0.47133365273475647
the community coordinated modeling center ccmc and the international space weather action team iswat are making progress on standardizing the validation and verification of research models prior to transition,SpaceWeatherOpsResearch,academicArticle,negative,0.3837074339389801
however there is a serious gap in training and employing new computational physicists in heliophysics,SpaceWeatherOpsResearch,academicArticle,neutral,0.46495044231414795
if space weather research is to make advances that help improve space weather forecasting cooperation between nasa and noaa will be crucial,SpaceWeatherOpsResearch,academicArticle,negative,0.3870219886302948
undertaking the complex task to couple earth system models with the space weather models will also require additional funding,SpaceWeatherOpsResearch,academicArticle,neutral,0.4249453842639923
lugaz started from the notion that knowledge of the full plasma and magnetic field measurements upstream of earth is needed in order to forecast geomagnetic storms and the radiation belt enhancements,SpaceWeatherOpsResearch,academicArticle,neutral,0.42728230357170105
measuring these upstream of earth at l gives about hour lead time,SpaceWeatherOpsResearch,academicArticle,positive,0.456788033246994
knowing these parameters as the plasma leaves the sun would give the longest lead times but that is not currently feasible,SpaceWeatherOpsResearch,academicArticle,positive,0.41163313388824463
coronal mass ejections cmes are the source of the strongest interplanetary magnetic field imf and thus the most critical for space weather forecasts,SpaceWeatherOpsResearch,academicArticle,positive,0.46379753947257996
